,2,0.45078125,0.625,0.7984375,0.575,Test.5fwd530
,2,0.43203125,0.6208333333333333,0.8078125,0.5875,Test15bck340
,2,0.47421875,0.63125,0.9046875,0.6541666666666667,Test830
,2,0.45078125,0.6197916666666666,0.7203125,0.5270833333333333,Test.5bcksec910
,2,0.4828125,0.61875,0.66875,0.48333333333333334,Test580
,2,0.44609375,0.6052083333333333,0.4296875,0.3104166666666667,Test15bck680
,2,0.4921875,0.628125,0.984375,0.7354166666666667,Test.5back410
,2,0.4984375,0.6,0.996875,0.7875,Test15bck230
,2,0.44765625,0.603125,0.4296875,0.31875,Test15bck685
,2,0.4515625,0.615625,0.759375,0.55625,Test.5fwd510
,2,0.47421875,0.6291666666666667,0.8609375,0.6416666666666667,Test810
,2,0.47265625,0.6072916666666667,0.4296875,0.3145833333333333,Test.5back690
,2,0.44765625,0.6,0.4328125,0.3125,Test15bck710
,2,0.475,0.609375,0.534375,0.3854166666666667,Test.5back600
,2,0.446875,0.5989583333333334,0.428125,0.3145833333333333,Test15bck645
,2,0.48125,0.6145833333333334,0.596875,0.4375,Test530
,2,0.49609375,0.5625,0.9859375,0.8,Test15bck15
,2,0.46875,0.6020833333333333,0.41875,0.30416666666666664,Test.5back720
,2,0.465625,0.6072916666666667,0.45,0.32708333333333334,Test.5fwd260
,2,0.4984375,0.5666666666666667,0.99375,0.7958333333333333,Test15bck20
,2,0.4421875,0.6166666666666667,0.653125,0.475,Test15bck420
,2,0.44765625,0.603125,0.4296875,0.31875,Test15bck700
,2,0.4515625,0.628125,0.89375,0.6604166666666667,Test.5fwd570
,2,0.4921875,0.609375,0.984375,0.7645833333333333,Test15bck240
,2,0.46328125,0.6114583333333333,0.5234375,0.3854166666666667,Test.5fwd340
,2,0.4921875,0.628125,0.984375,0.7270833333333333,Test270
,2,0.47578125,0.6302083333333334,0.8703125,0.6270833333333333,Test820
,2,0.4796875,0.6145833333333334,0.65625,0.4708333333333333,Test570
,2,0.49765625,0.5708333333333333,0.9921875,0.7958333333333333,Test15bck80
,2,0.48203125,0.6104166666666667,0.5140625,0.375,Test450
,2,0.49140625,0.621875,0.9828125,0.7229166666666667,Test950
,2,0.49375,0.628125,0.9875,0.7270833333333333,Test880
,2,0.4921875,0.63125,0.984375,0.7291666666666666,Test.5back400
,2,0.45390625,0.6322916666666667,0.9078125,0.6729166666666667,Test.5fwd590
,2,0.4640625,0.60625,0.471875,0.3416666666666667,Test.5bcksec1120
,2,0.496875,0.5635416666666667,0.99375,0.7895833333333333,Test15bck115
,2,0.48125,0.6197916666666666,0.715625,0.51875,Test610
,2,0.4765625,0.6072916666666667,0.453125,0.32708333333333334,Test.5back670
,2,0.4828125,0.615625,0.55625,0.41041666666666665,Test490
,2,0.43515625,0.61875,0.7515625,0.55,Test15bck365
,2,0.49453125,0.628125,0.9859375,0.7270833333333333,Test930
,2,0.48046875,0.615625,0.7015625,0.5020833333333333,Test600
,2,0.48515625,0.6104166666666667,0.4671875,0.3416666666666667,Test400
,2,0.48203125,0.6208333333333333,0.7609375,0.5625,Test630
,2,0.45,0.6083333333333333,0.471875,0.3416666666666667,Test15bck580
,2,0.4765625,0.634375,0.859375,0.6354166666666666,Test790
,2,0.43359375,0.621875,0.8578125,0.63125,Test15bck320
,2,0.46640625,0.6114583333333333,0.4828125,0.35625,Test.5fwd300
,2,0.45,0.6083333333333333,0.496875,0.3625,Test15bck555
,2,0.4640625,0.6083333333333333,0.496875,0.35833333333333334,Test.5bcksec1090
,2,0.44609375,0.603125,0.4296875,0.3145833333333333,Test15bck695
,2,0.490625,0.6270833333333333,0.98125,0.7291666666666666,Test870
,2,0.48125,0.6166666666666667,0.9625,0.75,Test15bck250
,2,0.5,0.56875,0.990625,0.8,Test15bck50
,2,0.46328125,0.6177083333333333,0.5703125,0.42291666666666666,Test.5fwd390
,2,0.47578125,0.6125,0.5484375,0.4041666666666667,Test.5back590
,2,0.46015625,0.6114583333333333,0.5046875,0.3729166666666667,Test.5bcksec1080
,2,0.4375,0.61875,0.725,0.5291666666666667,Test15bck380
,2,0.49765625,0.5645833333333333,0.9953125,0.775,Test15bck210
,2,0.48359375,0.63125,0.8265625,0.6083333333333333,Test660
,2,0.4703125,0.6,0.41875,0.30833333333333335,Test.5back750
,2,0.5,0.56875,0.99375,0.7958333333333333,Test15bck160
,2,0.4984375,0.5677083333333334,0.996875,0.8020833333333334,Test15bck165
,2,0.484375,0.609375,0.48125,0.34791666666666665,Test420
,2,0.48203125,0.6145833333333334,0.6078125,0.44166666666666665,Test540
,2,0.4921875,0.6260416666666667,0.984375,0.73125,Test.5back310
,2,0.4921875,0.6302083333333334,0.984375,0.7270833333333333,Test900
,2,0.471875,0.6083333333333333,0.49375,0.35833333333333334,Test.5back630
,2,0.47421875,0.61875,0.9484375,0.7375,Test15bck260
,2,0.46484375,0.625,0.9265625,0.7333333333333333,Test15bck270
,2,0.46875,0.6041666666666666,0.4375,0.3333333333333333,Test.5fwd240
,2,0.490625,0.6270833333333333,0.98125,0.7208333333333333,Test290
,2,0.44765625,0.6041666666666666,0.4328125,0.3125,Test15bck650
,2,0.43359375,0.6260416666666667,0.7984375,0.5770833333333333,Test15bck345
,2,0.44609375,0.6072916666666667,0.5046875,0.36875,Test15bck545
,2,0.44765625,0.6114583333333333,0.5796875,0.42291666666666666,Test15bck480
,2,0.49765625,0.5666666666666667,0.9953125,0.7583333333333333,Test15bck215
,2,0.49453125,0.628125,0.9890625,0.7270833333333333,Test910
,2,0.4328125,0.61875,0.778125,0.5625,Test15bck350
,2,0.45,0.6260416666666667,0.825,0.6145833333333334,Test.5fwd540
,2,0.48671875,0.6041666666666666,0.4140625,0.3,Test320
,2,0.496875,0.6010416666666667,0.99375,0.78125,Test15bck225
,2,0.4703125,0.603125,0.415625,0.3020833333333333,Test.5back790
,2,0.434375,0.61875,0.775,0.5625,Test15bck355
,2,0.45625,0.6052083333333333,0.434375,0.33125,Test15bck640
,2,0.45,0.603125,0.45.1,0.3229166666666667,Test15bck610
